sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,Group,config,trial_type
The schools discover that all geese that can alarm Carl will astound Adam.,The geese astound will that can schools Carl that discover all alarm Adam.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,859,p66,wh_vs_that_no_gap_long_distance,filler
Karla didn't imagine herself praising Pamela.,Karla didn't imagine herself praises Pamela.,syntax/semantics,binding,principle_A_case_2,626,p66,principle_A_case_2,target
Travis isn't about to chuckle.,Travis isn't easy to chuckle.,syntax_semantics,control_raising,tough_vs_raising_2,411,p66,tough_vs_raising_2,target
That cilantro astounds that new museum.,That cilantro astounds that new museums.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,740,p66,determiner_noun_agreement_with_adjective_1,target
Omar wasn't researching this means that Gary thought about that astounded every bank.,Omar about Gary researching that every astounded this wasn't means that thought bank.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,859,p66,wh_questions_subject_gap_long_distance,filler
Veronica can drive to these good restaurants.,Veronica can drive to these good restaurant.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,136,p66,determiner_noun_agreement_with_adjective_1,target
Carolyn will investigate that many boys hadn't worn this blouse.,Carolyn will investigate what many boys hadn't worn this blouse.,syntax,filler_gap_dependency,wh_vs_that_no_gap,859,p66,wh_vs_that_no_gap,target
Carla wouldn't hide this new plate.,Carla wouldn't hide this new plates.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,411,p66,determiner_noun_agreement_with_adjective_1,target
Elaine can figure out that the child can embarrass Steven.,Elaine can figure out who the child can embarrass Steven.,syntax,filler_gap_dependency,wh_vs_that_no_gap,513,p66,wh_vs_that_no_gap,target
A lot of students hadn't respected that concealed restaurant.,A lot of students hadn't respected that concealed restaurants.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,513,p66,determiner_noun_agreement_with_adjective_1,target
Most pedestrians criticize these bad men.,Most pedestrians criticize these bad man.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,521,p66,determiner_noun_agreement_with_adj_irregular_1,target
Carl's father is sure to observe Vincent.,Carl's father is boring to observe Vincent.,syntax_semantics,control_raising,tough_vs_raising_2,660,p66,tough_vs_raising_2,target
Those banks describe Eric.,Those banks describes Eric.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,411,p66,regular_plural_subject_verb_agreement_1,target
Vincent was cleaning that small glass.,Vincent was cleaning that small glasses.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,660,p66,determiner_noun_agreement_with_adjective_1,target
Craig's handymen were sure to flirt.,Craig's handymen were hard to flirt.,syntax_semantics,control_raising,tough_vs_raising_2,859,p66,tough_vs_raising_2,target
Katherine was cleaning this orange tooth.,Katherine was cleaning these orange tooth.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,660,p66,determiner_noun_agreement_with_adj_irregular_2,target
Victoria isn't imagining herself questioning Karen.,Victoria isn't imagining herself questions Karen.,syntax/semantics,binding,principle_A_case_2,859,p66,principle_A_case_2,target
Martin isn't bound to slump over.,Martin isn't fun to slump over.,syntax_semantics,control_raising,tough_vs_raising_2,678,p66,tough_vs_raising_2,target
Bill passes that rough oasis.,Bill passes those rough oasis.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,740,p66,determiner_noun_agreement_with_adj_irregular_2,target
Every organization realized that every pedestrian hadn't passed most rivers.,Every organization realized what every pedestrian hadn't passed most rivers.,syntax,filler_gap_dependency,wh_vs_that_no_gap,740,p66,wh_vs_that_no_gap,target
Which schools should Stacey go to and Roger stun?,Which should Stacey go to schools and Roger stun?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,513,p66,coordinate_structure_constraint_complex_left_branch,target
All students' bosses were about to shout.,All students' bosses were annoying to shout.,syntax_semantics,control_raising,tough_vs_raising_2,136,p66,tough_vs_raising_2,target
Colleen didn't attack that good actor.,Colleen didn't attack that good actors.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,737,p66,determiner_noun_agreement_with_adjective_1,target
The known waitresses weren't clever.,The knew waitresses weren't clever.,morphology,irregular_forms,irregular_past_participle_adjectives,411,p66,irregular_past_participle_adjectives,target
There are apt to be a lot of fathers of Michael discovering what shrink.,There are unable to be a lot of fathers of Michael discovering what shrink.,syntax_semantics,control_raising,existential_there_subject_raising,678,p66,existential_there_subject_raising,target
The box stunned that important school.,The box stunned that important schools.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,521,p66,determiner_noun_agreement_with_adjective_1,target
Anna conceals that some guest did clean some hospital.,Anna conceals what some guest did clean some hospital.,syntax,filler_gap_dependency,wh_vs_that_no_gap,737,p66,wh_vs_that_no_gap,target
Those girls exit this brown oasis.,Those girls exit this brown oases.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,740,p66,determiner_noun_agreement_with_adj_irregular_1,target
Carol hadn't investigated that a waiter should conceal that shirt.,Carol hadn't investigated what a waiter should conceal that shirt.,syntax,filler_gap_dependency,wh_vs_that_no_gap,660,p66,wh_vs_that_no_gap,target
The known dancers weren't unemployed.,The knew dancers weren't unemployed.,morphology,irregular_forms,irregular_past_participle_adjectives,740,p66,irregular_past_participle_adjectives,target
Dan isn't revealing that this sock that upset Harvard University wasn't hurting Suzanne.,Dan that upset isn't this wasn't University Harvard that revealing hurting sock Suzanne.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,737,p66,wh_vs_that_no_gap_long_distance,filler
Tina might confuse this exposed child.,Tina might confuse these exposed child.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,521,p66,determiner_noun_agreement_with_adj_irregular_2,target
What senators had Ellen left and Steven cured?,What had Ellen left senators and Steven cured?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,859,p66,coordinate_structure_constraint_complex_left_branch,target
Carmen forgot this smart cashier.,Carmen forgot this smart cashiers.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,626,p66,determiner_noun_agreement_with_adjective_1,target
Keith was apt to find out who is getting a job.,Keith was tough to find out who is getting a job.,syntax_semantics,control_raising,tough_vs_raising_2,737,p66,tough_vs_raising_2,target
There looked to be a photograph vanishing.,There proposed to be a photograph vanishing.,syntax_semantics,control_raising,existential_there_subject_raising,626,p66,existential_there_subject_raising,target
What picture had a bank looked like?,What had a bank looked picture like?,syntax,island_effects,left_branch_island_simple_question,859,p66,left_branch_island_simple_question,filler
Andrew had approached that small man.,Andrew had approached that small men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,737,p66,determiner_noun_agreement_with_adj_irregular_1,target
Which movie theaters had every teacher passed and Mitchell noticed?,Which had every teacher passed movie theaters and Mitchell noticed?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,626,p66,coordinate_structure_constraint_complex_left_branch,target
Christine praises every movie.,Christine praise every movie.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,626,p66,regular_plural_subject_verb_agreement_1,target
Some waiters know that some ladies would buy some bicycles.,Some waiters know what some ladies would buy some bicycles.,syntax,filler_gap_dependency,wh_vs_that_no_gap,626,p66,wh_vs_that_no_gap,target
Katherine is imagining herself helping most adults.,Katherine is imagining herself helps most adults.,syntax/semantics,binding,principle_A_case_2,136,p66,principle_A_case_2,target
Connie forgot that the steps worry Elizabeth.,Connie forgot who the steps worry Elizabeth.,syntax,filler_gap_dependency,wh_vs_that_no_gap,678,p66,wh_vs_that_no_gap,target
Victoria is wearing all scarves.,Victoria were wearing all scarves.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,660,p66,regular_plural_subject_verb_agreement_1,target
The known woman is serious.,The knew woman is serious.,morphology,irregular_forms,irregular_past_participle_adjectives,678,p66,irregular_past_participle_adjectives,target
There is soon to be an eggplant upsetting Monica.,There is happy to be an eggplant upsetting Monica.,syntax_semantics,control_raising,existential_there_subject_raising,660,p66,existential_there_subject_raising,target
Irene has imagined herself cleaning many reports.,Irene has imagined herself cleaned many reports.,syntax/semantics,binding,principle_A_case_2,513,p66,principle_A_case_2,target
Only every niece of Sherry that Edward is insulting ever learns.,Only Sherry niece is ever that Edward insulting of every learns.,syntax_semantics,npi_licensing,only_npi_scope,737,p66,only_npi_scope,filler
All waiters weren't arguing about Dana.,All waiters wasn't arguing about Dana.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,737,p66,regular_plural_subject_verb_agreement_1,target
The girls think about themselves dropping by a grocery store.,The girls think about themselves drop by a grocery store.,syntax/semantics,binding,principle_A_case_2,521,p66,principle_A_case_2,target
There are soon to be no pies vanishing.,There are unhappy to be no pies vanishing.,syntax_semantics,control_raising,existential_there_subject_raising,740,p66,existential_there_subject_raising,target
Debra forgets about herself finding Tiffany.,Debra forgets about herself finds Tiffany.,syntax/semantics,binding,principle_A_case_2,660,p66,principle_A_case_2,target
Diane respected those unemployed alumni.,Diane respected those unemployed alumnus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,513,p66,determiner_noun_agreement_with_adj_irregular_1,target
There hadn't appeared to be a picture irritating Angela.,There hadn't intended to be a picture irritating Angela.,syntax_semantics,control_raising,existential_there_subject_raising,737,p66,existential_there_subject_raising,target
